setting,env,algo,n_seeds,seeds_present,missing_seeds,has_nan_curve,min_final_step,max_final_step,status
offline,HalfCheetah-v2,SAIL,2,"[1, 5]","[2, 3, 4]",False,1000,1000000,"MISSING_SEEDS:2,3,4"
offline,HalfCheetah-v2,PAIL,2,"[2, 3]","[1, 4, 5]",False,1000,1000000,"MISSING_SEEDS:1,4,5"
offline,HalfCheetah-v2,SAIL-PREF-D,5,"[1, 2, 3, 4, 5]",[],False,1000,1000000,OK
offline,HalfCheetah-v2,SAIL-TAC-D,3,"[1, 2, 5]","[3, 4]",False,1000,1000000,"MISSING_SEEDS:3,4"
offline,HalfCheetah-v2,SAIL-QPREF,4,"[1, 3, 4, 5]",[2],False,1000,1000000,MISSING_SEEDS:2
offline,HalfCheetah-v2,PAIL-PREF-D,1,[2],"[1, 3, 4, 5]",False,1000,1000000,"MISSING_SEEDS:1,3,4,5"
offline,HalfCheetah-v2,PAIL-TAC-D,2,"[3, 5]","[1, 2, 4]",False,1000,1000000,"MISSING_SEEDS:1,2,4"
offline,HalfCheetah-v2,PAIL-QPREF,4,"[1, 2, 3, 5]",[4],False,1000,1000000,MISSING_SEEDS:4
