episode,timestep,mean_return,min_return,max_return,is_best,wall_time
20,20000,946.1284,927.1458,967.1727,1,2026-05-02 11:08:15
40,40000,1089.2721,949.2750,1252.5691,1,2026-05-02 11:11:54
60,60000,1656.8403,1600.8063,1698.1266,1,2026-05-02 11:15:36
80,80000,1834.0181,1776.4646,1887.3769,1,2026-05-02 11:19:21
100,100000,1324.3903,-528.4055,2168.2163,0,2026-05-02 11:23:10
