rank,algo,iqm,iqm_ci_lo,iqm_ci_hi,median,mean,opt_gap
1,PAIL-TAC-D,0.9354868143610949,0.9354868143610949,0.9354868143610949,0.9354868143610949,0.9354868143610949,0.06451318563890507
2,SAIL-TAC-D,0.9238256390814532,0.8476512781629065,1.0,0.9238256390814532,0.9238256390814532,0.07617436091854674
3,PAIL-PREF-D,0.9010054607998782,0.8872581079602693,0.9330162088318908,0.9010054607998782,0.9055713095979792,0.09442869040202087
4,SAIL-PREF-D,0.8808862516227812,0.21844390016885454,0.9248945769564101,0.8737756006754182,0.714265144407532,0.2857348555924681
5,PAIL-QPREF,0.8243061283689392,0.8058250480569844,0.842787208680894,0.8243061283689392,0.8243061283689392,0.17569387163106082
6,PAIL,0.824105285100629,0.8043301384317486,0.8387892614917246,0.824105285100629,0.8224082283413674,0.17759177165863257
7,SAIL,0.732572243470696,0.6852541899446005,0.7433989634588182,0.732572243470696,0.7234494100862028,0.2765505899137972
8,SAIL-QPREF,0.7099881142574633,0.703394593306701,0.7165816352082258,0.7099881142574633,0.7099881142574633,0.2900118857425366
