time/fps,rollout/ep_rew_mean,time/time_elapsed,time/episodes,rollout/ep_len_mean,time/total_timesteps,train/actor_loss,train/n_updates,train/disc_loss,train/learning_rate,train/surrogate_reward_std,train/surrogate_reward_mean,train/critic_loss
75,-601.9370595744681,620,47,1000.0,47000,-13.352539918899536,36000,0.17152618616819382,0.001,0.004718526077273486,0.04748367608711124,0.047316102091223
73,-599.1580352708334,652,48,1000.0,48000,-13.145719329833984,37000,0.15359625220298767,0.001,0.004429029634767053,0.044777460273355246,0.04711539312265813
71,-599.0096497755103,685,49,1000.0,49000,-12.870535318374634,38000,0.1646086409687996,0.001,0.004585153167155378,0.04305267890170217,0.04427637717872858
69,-595.5274699400001,719,50,1000.0,50000,-12.846184396743775,39000,0.17308882474899293,0.001,0.006996699587848722,0.05256835122406483,0.04950543145276606
68,-597.6507781960785,749,51,1000.0,51000,-12.70397607421875,40000,0.1604255735874176,0.001,0.0061418975412950395,0.0487067754343152,0.04174455048702657
66,-597.9435288653847,776,52,1000.0,52000,-12.409274591445923,41000,0.16823087483644486,0.001,0.005321935174738813,0.046157696325331926,0.042090782837942244
65,-602.120486245283,803,53,1000.0,53000,-12.130463302612304,42000,0.14658075720071792,0.001,0.005275864415634354,0.04473401544615627,0.04371613339148462
64,-604.0760968703704,834,54,1000.0,54000,-12.021336256027222,43000,0.14987639859318733,0.001,0.005583449024824233,0.044573552628979086,0.04362742242775858
63,-601.5387811272728,860,55,1000.0,55000,-11.92725972175598,44000,0.14073466286063194,0.001,0.005701448466098612,0.044500547152012584,0.04373681339435279
62,-601.4447006964286,889,56,1000.0,56000,-11.90625286102295,45000,0.15500130504369736,0.001,0.005646213916185243,0.04506846565753222,0.04237771411798894
62,-601.5768400526317,915,57,1000.0,57000,-11.898590406417847,46000,0.14497866183519365,0.001,0.0061167156332007705,0.04467661946639419,0.044036527482792735
61,-601.5573422413795,944,58,1000.0,58000,-11.87614203453064,47000,0.14321875274181367,0.001,0.0064159644056287655,0.045074124217033384,0.04987941528856754
60,-591.1107990677967,973,59,1000.0,59000,-11.885565328598023,48000,0.14897468015551568,0.001,0.0071451566546272185,0.04583866844139993,0.05541966671124101
59,-595.6583383833334,1002,60,1000.0,60000,-11.830730596542358,49000,0.13973807394504548,0.001,0.007406537385019008,0.047893387638032435,0.06408402820304036
58,-599.6466700655739,1035,61,1000.0,61000,-11.82098351097107,50000,0.1278468295931816,0.001,0.00766930769708691,0.04821754704043269,0.07205738538503646
58,-601.4902613709679,1060,62,1000.0,62000,-11.823533706665039,51000,0.12935824543237687,0.001,0.0076499870563384986,0.048531805977225305,0.07617089084908366
57,-595.7857830317462,1090,63,1000.0,63000,-11.810393842697144,52000,0.14846031665802,0.001,0.007108750656178733,0.047625829776749014,0.07219460992887616
57,-590.1896308437499,1114,64,1000.0,64000,-11.761879379272461,53000,0.15175670385360718,0.001,0.007757844567418442,0.048571475580334665,0.068318718906492
57,-592.6659175692306,1138,65,1000.0,65000,-11.754821813583375,54000,0.13674646690487863,0.001,0.006861820082908694,0.04632760351337493,0.06686764081940055
56,-593.6477382575756,1159,66,1000.0,66000,-11.670992914199829,55000,0.12993336319923401,0.001,0.006525281354839621,0.04376375343464315,0.06334005357325077
56,-584.350665044776,1177,67,1000.0,67000,-11.602052186965942,56000,0.12619534358382226,0.001,0.00765036165264161,0.04591726516000926,0.062105032850056884
56,-584.7454834411764,1193,68,1000.0,68000,-11.389777629852295,57000,0.13447683230042456,0.001,0.006677161387963058,0.04432232039049268,0.06188176353275776
57,-575.9293861594202,1209,69,1000.0,69000,-11.299506380081176,58000,0.12769667729735373,0.001,0.007100798379050008,0.04639024017192423,0.05846321442350745
57,-570.2254696,1227,70,1000.0,70000,-11.164454063415528,59000,0.1342226706445217,0.001,0.006934007008335388,0.04431633323058486,0.0610622239485383
57,-570.9835797464789,1238,71,1000.0,71000,-10.991554885864257,60000,0.11897247210144997,0.001,0.0066143108259282815,0.044157874781638386,0.06599424300342799
57,-566.1159978333334,1248,72,1000.0,72000,-10.880162103652953,61000,0.13813970014452934,0.001,0.0065080382641885025,0.043238816337659955,0.06539242908358574
58,-565.3699148630137,1258,73,1000.0,73000,-10.630832391738892,62000,0.12047743871808052,0.001,0.006154399644698599,0.04120611150190234,0.06781096363067626
58,-563.1769750810811,1267,74,1000.0,74000,-10.5138583984375,63000,0.12665577083826066,0.001,0.006380571620701502,0.04211334752850235,0.06661333761736751
58,-559.5204064000001,1277,75,1000.0,75000,-10.352676095962524,64000,0.12402498424053192,0.001,0.006343777639928104,0.04256266750767827,0.06835510586574674
59,-556.79959525,1286,76,1000.0,76000,-10.113223655700683,65000,0.12482582032680511,0.001,0.006225439702393789,0.0406159882619977,0.07031806851550937
59,-555.4697946883117,1296,77,1000.0,77000,-9.98517456626892,66000,0.11624303385615349,0.001,0.006351449362681056,0.03998724452219903,0.06779189889505506
59,-546.431930025641,1306,78,1000.0,78000,-9.820514503479004,67000,0.1385260559618473,0.001,0.006156375510231174,0.03989350632578135,0.06664667450264096
60,-542.838315278481,1315,79,1000.0,79000,-9.66814801979065,68000,0.13710081353783607,0.001,0.005772954889177094,0.038860871495679024,0.06642723036929965
60,-537.643241125,1325,80,1000.0,80000,-9.503943862915039,69000,0.11527325063943863,0.001,0.0062840579980923475,0.03921226546727121,0.06494061418250203
60,-532.1326494691358,1335,81,1000.0,81000,-9.326805309295654,70000,0.13650934398174286,0.001,0.005914105410883656,0.03773073518648744,0.0633773650340736
60,-533.5379350121951,1344,82,1000.0,82000,-9.258630788803101,71000,0.119160608202219,0.001,0.006323622487701732,0.038219257870689034,0.059721628963947296
61,-532.9397328915662,1354,83,1000.0,83000,-9.157926755905152,72000,0.11859281435608864,0.001,0.00596519741741613,0.03911901001818478,0.05617919673770666
61,-531.3729079285715,1364,84,1000.0,84000,-9.1373872756958,73000,0.12457114160060882,0.001,0.006793971978700516,0.04194527437910438,0.0528517743665725
61,-530.5337447411765,1374,85,1000.0,85000,-9.13766115951538,74000,0.13322036936879159,0.001,0.0065170904843621395,0.03990453980863094,0.05047845159471035
62,-533.7075823953489,1384,86,1000.0,86000,-9.118898178100586,75000,0.11187462285161018,0.001,0.006383453718897834,0.039251780278980734,0.04808551021106541
62,-533.2214971149426,1394,87,1000.0,87000,-9.083497909545898,76000,0.12413471266627311,0.001,0.00670919950690124,0.04086023667640984,0.046185118567198515
62,-534.5021105795455,1404,88,1000.0,88000,-8.996725217819215,77000,0.1277923621237278,0.001,0.006035412155872087,0.03736630312912166,0.04519241357222199
62,-537.5885776741574,1413,89,1000.0,89000,-8.945397090911865,78000,0.11837748661637307,0.001,0.006812272589445924,0.039985856030136345,0.046891366343945265
63,-541.7265259222223,1423,90,1000.0,90000,-8.943919954299927,79000,0.11921561509370804,0.001,0.006732777884075967,0.03910288404673338,0.046992164893075825
63,-538.2110384725275,1433,91,1000.0,91000,-8.92786826324463,80000,0.126256837695837,0.001,0.006648129877915244,0.03897807451896369,0.04794559294730425
63,-538.738864978261,1443,92,1000.0,92000,-8.909578578948974,81000,0.12524205818772316,0.001,0.007163479561966259,0.04071878282725811,0.05055847672745586
63,-539.1011933548388,1453,93,1000.0,93000,-8.86511965751648,82000,0.13050549402832984,0.001,0.007475308786812809,0.04079391297698021,0.04950236797705293
64,-540.4848525425533,1463,94,1000.0,94000,-8.844086582183838,83000,0.12444449588656425,0.001,0.0067469500226224645,0.03939473737590015,0.04985873415321112
64,-544.0582582842106,1473,95,1000.0,95000,-8.80840033340454,84000,0.12968617230653762,0.001,0.007313142895279004,0.04193093814328313,0.049057687256485225
64,-547.646723625,1483,96,1000.0,96000,-8.784795083999633,85000,0.11683462113142014,0.001,0.0062981599237528305,0.039454581463709476,0.04855543484352529
64,-548.211013515464,1497,97,1000.0,97000,-8.73391114616394,86000,0.11613698303699493,0.001,0.0069645287607944415,0.04189354627393186,0.047300216812640426
64,-548.6092799897959,1509,98,1000.0,98000,-8.688838207244872,87000,0.12245175912976265,0.001,0.006319014785356984,0.03878829994238913,0.04767128053121269
65,-546.331993878788,1522,99,1000.0,99000,-8.662047649383545,88000,0.11635779142379761,0.001,0.007116998708035056,0.04159948584809899,0.047735146928578616
65,-546.6636907900001,1536,100,1000.0,100000,-8.60017544746399,89000,0.14146119281649588,0.001,0.006085158918067895,0.03977298516780138,0.04894097512587905
65,-545.1166328300001,1552,101,1000.0,101000,-8.570399837493897,90000,0.125212924182415,0.001,0.006620168567566223,0.041633263304829596,0.050736385699361564
65,-540.5948437700001,1566,102,1000.0,102000,-8.580763080596924,91000,0.13684435933828354,0.001,0.006745460159378374,0.041459232971072194,0.055399016574025156
65,-537.51636064,1580,103,1000.0,103000,-8.55611791419983,92000,0.13383764997124672,0.001,0.006608829966858163,0.04199866408482194,0.06040245670080185
65,-538.86884351,1596,104,1000.0,104000,-8.582684871673584,93000,0.12674374505877495,0.001,0.0075642095491973965,0.044803580624982714,0.06862088802456856
65,-535.76455119,1611,105,1000.0,105000,-8.554828477859497,94000,0.11243103593587875,0.001,0.006261975799378228,0.03878804373182356,0.0710749920271337
64,-536.08156656,1631,106,1000.0,106000,-8.533726791381836,95000,0.11652719527482987,0.001,0.006789547036742473,0.04096674563921988,0.07750210312381386
64,-539.95313237,1652,107,1000.0,107000,-8.483267263412476,96000,0.11681177392601967,0.001,0.006437359607475955,0.03943384201265872,0.07872722195461393
64,-530.31629753,1678,108,1000.0,108000,-8.442538451194762,97000,0.11216128394007682,0.001,0.006521058875387033,0.039552480544894936,0.07573807893693447
64,-532.7634197799999,1701,109,1000.0,109000,-8.415766890525818,98000,0.127316764742136,0.001,0.007222771402970567,0.0413504959512502,0.08497662354260684
63,-534.8509037399999,1725,110,1000.0,110000,-8.34656049633026,99000,0.11287111788988113,0.001,0.006879623242588498,0.040033652747049925,0.08438352454826235
63,-538.99862177,1747,111,1000.0,111000,-8.265840279579162,100000,0.1275515988469124,0.001,0.006452575105667023,0.03872695187292993,0.08728811771422625
63,-533.6558474099999,1773,112,1000.0,112000,-8.172879158973695,101000,0.10673914179205894,0.001,0.006565264328439584,0.03991903682053089,0.08279447447136044
62,-529.02606978,1795,113,1000.0,113000,-8.114694123268128,102000,0.10938955321907998,0.001,0.006664144536454845,0.03954379139095545,0.0886656237654388
62,-521.4618601699999,1818,114,1000.0,114000,-8.030564116477967,103000,0.12547383084893227,0.001,0.006619181080634308,0.03963125422410667,0.08820826246961952
62,-521.64363667,1840,115,1000.0,115000,-7.963841287612915,104000,0.11354101747274399,0.001,0.006725005129866265,0.03910452690534293,0.09121864683926105
62,-519.0986832799999,1866,116,1000.0,116000,-7.879333374023438,105000,0.11030422672629356,0.001,0.006256720816273146,0.036324805803596975,0.0867002626992762
61,-517.2422871399999,1890,117,1000.0,117000,-7.7881357908248905,106000,0.11673113033175468,0.001,0.006874521749897045,0.04039917783625424,0.09049949608743191
61,-507.14307563,1914,118,1000.0,118000,-7.6852672634124755,107000,0.11354717090725899,0.001,0.006889428779748022,0.03953954807855189,0.08978099297732114
61,-499.35938978999997,1937,119,1000.0,119000,-7.652364855766296,108000,0.10725543722510338,0.001,0.00680068608231874,0.03767462178133428,0.0954543824903667
61,-491.16914572,1960,120,1000.0,120000,-7.611676459312439,109000,0.10756723955273628,0.001,0.007031848817901817,0.04049456953257322,0.10028119130805135
60,-475.96262228000006,1984,121,1000.0,121000,-7.548429988861084,110000,0.11945817843079568,0.001,0.006375860635489504,0.03717693109437823,0.1043321493268013
60,-461.7618309000001,2008,122,1000.0,122000,-7.51404289150238,111000,0.11420227214694023,0.001,0.006651982288308617,0.03920047157071531,0.10794203985482455
60,-443.37704348000005,2030,123,1000.0,123000,-7.463156335830688,112000,0.12003524228930473,0.001,0.007240017792376585,0.04043990341387689,0.10464465258270503
60,-439.09383127000007,2052,124,1000.0,124000,-7.449504870414734,113000,0.11791486889123917,0.001,0.007330215592846742,0.04287444513477385,0.1149317785948515
60,-418.63765689,2075,125,1000.0,125000,-7.392726455688477,114000,0.11323585882782936,0.001,0.006272827405297802,0.036421636570245025,0.10386800305917859
59,-400.9761268900001,2100,126,1000.0,126000,-7.389222524642944,115000,0.11350732892751694,0.001,0.007421869453937172,0.040501085389405486,0.1076085783727467
59,-378.96866071000005,2121,127,1000.0,127000,-7.396040910720825,116000,0.12839287146925926,0.001,0.007353384671264124,0.042169507775455715,0.11236979200318456
59,-371.68632596000003,2145,128,1000.0,128000,-7.4056014080047605,117000,0.11991401240229607,0.001,0.007191880818560991,0.04290319820120931,0.11543576230853796
59,-352.62142538999996,2166,129,1000.0,129000,-7.386078969955444,118000,0.11389335393905639,0.001,0.006667627309000852,0.03940336363203824,0.11368401052802801
59,-323.92770213000006,2189,130,1000.0,130000,-7.365893201828003,119000,0.12418312430381775,0.001,0.006563922700214606,0.040085388958454135,0.11378424014523625
59,-292.89668051999996,2211,131,1000.0,131000,-7.408641005516052,120000,0.11556541547179222,0.001,0.006739113896522838,0.041874115642160176,0.11447646382451057
58,-251.62673928999996,2237,132,1000.0,132000,-7.484336462974548,121000,0.12394585683941842,0.001,0.007196119355629502,0.04413859397545457,0.12049178158864379
58,-220.93202444999994,2261,133,1000.0,133000,-7.551618268013001,122000,0.11687249839305877,0.001,0.007580775750607463,0.043219860326498744,0.12121782913058997
58,-176.82882887,2288,134,1000.0,134000,-7.647072165489197,123000,0.11349297761917114,0.001,0.006647619289622644,0.04224268127046525,0.12244331454485655
58,-128.93300947999998,2314,135,1000.0,135000,-7.682996894836426,124000,0.11920427009463311,0.001,0.006705884622414466,0.043665712842717766,0.12282898059487343
58,-90.32547875999997,2343,136,1000.0,136000,-7.711500407218933,125000,0.12631578296422957,0.001,0.0064763257762945605,0.041696691323071716,0.11913154953718186
57,-54.51837521999998,2374,137,1000.0,137000,-7.7841403121948245,126000,0.12872470617294313,0.001,0.006204857789731218,0.04164703754521906,0.11852944193407894
57,-27.41790155999997,2401,138,1000.0,138000,-7.831196992874146,127000,0.11604355573654175,0.001,0.006665477036673525,0.044885366305708885,0.11024260836467147
57,-1.449788149999995,2429,139,1000.0,139000,-7.847627661705017,128000,0.12557238414883615,0.001,0.006318669789623904,0.04017386747710407,0.10515418320149184
57,22.690393630000006,2452,140,1000.0,140000,-7.890320665359497,129000,0.12558284848928453,0.001,0.006358570615413427,0.04261106254905462,0.10338551048934459
57,47.66965712000002,2473,141,1000.0,141000,-7.968615536689758,130000,0.1326919488608837,0.001,0.006526860793752525,0.04267063159123063,0.1052554787993431
56,72.64603070000001,2499,142,1000.0,142000,-7.999189704895019,131000,0.11819128692150116,0.001,0.006085398047003607,0.040896981859579684,0.10189543165639042
56,104.11139231000001,2517,143,1000.0,143000,-8.035671105384827,132000,0.135283974558115,0.001,0.006641968360913214,0.04352785649895668,0.1029426340162754
56,139.38747629000002,2541,144,1000.0,144000,-8.088131932258605,133000,0.12166166380047798,0.001,0.006406026005598661,0.04440682995133102,0.10394075982645154
56,169.30238251000003,2562,145,1000.0,145000,-8.15529303741455,134000,0.1216717965900898,0.001,0.006826558019342605,0.04641336477920413,0.10079697166383267
56,197.40431209,2584,146,1000.0,146000,-8.19144696521759,135000,0.11948219761252403,0.001,0.00630374054497693,0.04285614567250013,0.10169369948655367
56,223.78019903,2606,147,1000.0,147000,-8.234721557617188,136000,0.12884721159934998,0.001,0.006747566428890929,0.04606874550879002,0.09939410351961851
56,248.49429402,2626,148,1000.0,148000,-8.291760679244994,137000,0.13332137763500213,0.001,0.007135943976638525,0.043545385269448164,0.10251453590765595
56,277.49624656000003,2650,149,1000.0,149000,-8.348434215545653,138000,0.12546166703104972,0.001,0.008141442249362939,0.04616824948228895,0.12119597713649273
56,299.38384198000006,2672,150,1000.0,150000,-8.482718091011048,139000,0.12721138969063758,0.001,0.008949057752066761,0.04659252342581749,0.13876717925071716
56,329.83429008,2691,151,1000.0,151000,-8.570174500465393,140000,0.13540243059396745,0.001,0.00898382058499227,0.04654280886612833,0.1563065108284354
56,366.16473711000003,2711,152,1000.0,152000,-8.687973427772523,141000,0.13249602019786835,0.001,0.008766667462613953,0.04790921441093087,0.18068782031536101
55,396.79858321,2734,153,1000.0,153000,-8.811612014770509,142000,0.13879636600613593,0.001,0.00889731143083066,0.050435136631131174,0.19097744476050138
55,432.11574265,2757,154,1000.0,154000,-8.877812484741211,143000,0.1379959523677826,0.001,0.008188641379966655,0.048218598330393436,0.19892157895117998
55,459.84398441999997,2769,155,1000.0,155000,-8.968071632385254,144000,0.13489837497472762,0.001,0.008095623525830457,0.048762006260454654,0.20076226778328418
56,493.31959022,2779,156,1000.0,156000,-9.036478752136231,145000,0.1346428319811821,0.001,0.007548235096094108,0.04971183130517602,0.20139022225141526
56,515.0713116300001,2789,157,1000.0,157000,-9.11791949081421,146000,0.13548875078558922,0.001,0.007065781400893329,0.04693903024308384,0.20271524769067764
56,555.1501572100001,2800,158,1000.0,158000,-9.136870882034302,147000,0.13530105575919152,0.001,0.008623258133118412,0.05451562219858169,0.23182306785881518
56,570.4837716500001,2810,159,1000.0,159000,-9.32973748588562,148000,0.14310574010014535,0.001,0.009646488825466423,0.052809637159109114,0.2723874888420105
56,608.71772237,2820,160,1000.0,160000,-9.50206169128418,149000,0.14689191430807114,0.001,0.010282722074150234,0.06127177637442947,0.34433117942512037
56,634.61621158,2830,161,1000.0,161000,-9.7292953414917,150000,0.13997078388929368,0.001,0.010025348361182681,0.05669455811195075,0.4462464213967323
57,658.5210460800001,2840,162,1000.0,162000,-9.897452835083008,151000,0.14317665100097657,0.001,0.010980803148745057,0.05642394847050309,0.5552424157708883
57,672.21358784,2850,163,1000.0,163000,-10.173479322433472,152000,0.16268753707408906,0.001,0.010819491411822204,0.061468752216547726,0.6269189474582673
57,718.29727622,2860,164,1000.0,164000,-10.347873725891112,153000,0.15476270094513894,0.001,0.010529449553094407,0.05310902821831405,0.7313606454730034
57,757.4153279000001,2871,165,1000.0,165000,-10.602698026657105,154000,0.14148758202791215,0.001,0.011925214979192002,0.058855838110670446,0.8351851852536202
57,763.27709284,2881,166,1000.0,166000,-10.876481115341187,155000,0.1711186334490776,0.001,0.012312483402716509,0.06100051425024867,0.9412412864267826
57,788.63836618,2891,167,1000.0,167000,-11.079448246002197,156000,0.16171335577964782,0.001,0.012692352203913633,0.06301109593734146,1.0738782306909562
57,797.39294265,2901,168,1000.0,168000,-11.34477375793457,157000,0.16089089661836625,0.001,0.013092888306558975,0.06502424016222358,1.2366324391365051
58,820.4908463599999,2911,169,1000.0,169000,-11.539783224105834,158000,0.16956919878721238,0.001,0.013702626345397496,0.0664579040184617,1.3136807891130446
58,867.15351102,2921,170,1000.0,170000,-11.79542073059082,159000,0.17158216387033462,0.001,0.013406077246222194,0.06371510002389551,1.4864576461315155
58,897.4182963999998,2931,171,1000.0,171000,-12.204646858215332,160000,0.17029049396514892,0.001,0.012768595576199767,0.06770857872068882,1.609800321638584
58,944.7009814000002,2942,172,1000.0,172000,-12.501414686203002,161000,0.17503819465637208,0.001,0.012609311495092703,0.06804572662711143,1.766541424870491
58,996.20061994,2952,173,1000.0,173000,-12.873719554901124,162000,0.17306965738534927,0.001,0.01198968006181486,0.06701721102371812,1.8489978278279304
58,1044.4772568600001,2962,174,1000.0,174000,-13.243112487792969,163000,0.18267311304807662,0.001,0.012457913992887086,0.06810608711093664,1.857402822613716
58,1095.11842333,2972,175,1000.0,175000,-13.55798519897461,164000,0.1795773610472679,0.001,0.012458786394812434,0.07007022346183657,1.9401931630373002
59,1144.77342369,2982,176,1000.0,176000,-13.91367629814148,165000,0.19384864419698716,0.001,0.011881873364313336,0.06662610141187907,1.9177357317209245
59,1191.83624597,2992,177,1000.0,177000,-14.179473482131957,166000,0.184938283264637,0.001,0.011879085532876312,0.0732745710350573,1.8674789248108863
59,1235.04727006,3002,178,1000.0,178000,-14.463968103408813,167000,0.18519217371940613,0.001,0.012225238909181771,0.0756802365668118,2.0093082188367846
59,1283.8439873900002,3013,179,1000.0,179000,-14.639208345413207,168000,0.19375563859939576,0.001,0.012058198882627356,0.07252756617963314,1.9666249355077743
59,1332.59179103,3023,180,1000.0,180000,-14.894153802871704,169000,0.19044099897146224,0.001,0.010236307571582693,0.06764656346663833,1.960048489332199
59,1380.9796356,3035,181,1000.0,181000,-15.062040382385254,170000,0.20417534857988356,0.001,0.010127142583456672,0.06702553110569716,1.9485827757716179
59,1437.47254991,3047,182,1000.0,182000,-15.283619506835937,171000,0.18930830359458922,0.001,0.010505833890378234,0.0724346082136035,1.8290779907107353
59,1492.00321222,3059,183,1000.0,183000,-15.401340366363526,172000,0.1788475677371025,0.001,0.01034720284217758,0.06920783222094178,1.7755175446271896
59,1541.0362571199998,3071,184,1000.0,184000,-15.450935234069824,173000,0.17725630849599838,0.001,0.009181222785194596,0.06628794616460801,1.6888273082375527
59,1591.3309075999998,3084,185,1000.0,185000,-15.51668855857849,174000,0.19028668999671935,0.001,0.010967221553729301,0.0742770753018558,1.5546683539152146
60,1610.37368991,3098,186,1000.0,186000,-15.646303791046142,175000,0.19246318936347961,0.001,0.012236863154112328,0.07714964198693633,1.4818799180984497
60,1665.5323681700002,3115,187,1000.0,187000,-15.605175483703613,176000,0.19239404052495956,0.001,0.01013371365764676,0.07274900767952204,1.36272265625
60,1718.52794568,3132,188,1000.0,188000,-15.693775808334351,177000,0.1930199757218361,0.001,0.010432718405249043,0.07419362615793944,1.3241826706528663
59,1775.6523947,3150,189,1000.0,189000,-15.674676429748535,178000,0.19425546526908874,0.001,0.009867915284771498,0.07137437053769827,1.163688001215458
60,1831.4056236899999,3163,190,1000.0,190000,-15.774101846694947,179000,0.2113135874271393,0.001,0.010506068815985864,0.0767614029534161,1.0615862626433372
60,1883.7768184700003,3179,191,1000.0,191000,-15.81826854133606,180000,0.1819918140769005,0.001,0.008790731768170955,0.06946376947686077,1.003116896033287
60,1938.4523884799999,3195,192,1000.0,192000,-15.738136579513549,181000,0.2033949986100197,0.001,0.009158305540396693,0.06711584663018584,0.9055549809336663
60,1991.89963491,3215,193,1000.0,193000,-15.678701333999634,182000,0.19635279178619386,0.001,0.009972117673385567,0.07525893188640476,0.8383926818966866
60,2046.3234797999999,3230,194,1000.0,194000,-15.742745037078857,183000,0.2072511613368988,0.001,0.00989627227021439,0.0732717136144638,0.7720673823356629
60,2104.85291631,3245,195,1000.0,195000,-15.718848901748657,184000,0.21301508247852324,0.001,0.010583084452933541,0.07468887673690915,0.7254605387449264
60,2161.6246539900003,3265,196,1000.0,196000,-15.787314067840576,185000,0.2026629388332367,0.001,0.011216665271402054,0.08112297871336341,0.674513324201107
59,2215.84457394,3286,197,1000.0,197000,-15.797826467514039,186000,0.2033190295100212,0.001,0.009537304517702407,0.07221849819272756,0.6427626362740994
59,2272.5383647,3303,198,1000.0,198000,-15.819826362609863,187000,0.19346073865890503,0.001,0.01054945394630496,0.0808911261446774,0.5827803631722928
60,2325.64206831,3314,199,1000.0,199000,-15.91530153465271,188000,0.19795194268226624,0.001,0.010538297021149641,0.07723079610615968,0.5798521783351899
60,2382.37037148,3326,200,1000.0,200000,-15.952687620162964,189000,0.21178506016731263,0.001,0.01136447453565846,0.0846513300538063,0.5658187989294529
60,2429.56575635,3336,201,1000.0,201000,-16.056761344909667,190000,0.20657192915678024,0.001,0.011145423214511441,0.08188864884153009,0.5591335695683957
60,2481.47967549,3346,202,1000.0,202000,-16.04917897796631,191000,0.19361139535903932,0.001,0.010401655574999353,0.07850038465112448,0.5405774308741093
60,2531.8911928799994,3356,203,1000.0,203000,-16.09960182571411,192000,0.2148829698562622,0.001,0.011815950602555345,0.08840847282856702,0.5383006404340267
60,2589.5411249599997,3366,204,1000.0,204000,-16.132597227096557,193000,0.213046795129776,0.001,0.011324064148683621,0.08638497506454587,0.5400788814127445
60,2644.4588447600004,3376,205,1000.0,205000,-16.216177532196046,194000,0.2141417920589447,0.001,0.011341497416638827,0.08439116556197405,0.5231378509402275
60,2702.5469105099996,3386,206,1000.0,206000,-16.26607664299011,195000,0.2180898219347,0.001,0.010809358701326785,0.08710935807228089,0.5217679418325424
60,2756.0889075799996,3395,207,1000.0,207000,-16.281545640945435,196000,0.2217559650540352,0.001,0.010737956844496042,0.0850594787299633,0.5178928628861904
61,2805.6097633499994,3405,208,1000.0,208000,-16.29856445503235,197000,0.23496971577405928,0.001,0.010626929377520118,0.08254405775666238,0.5148552366495133
61,2868.8475999599996,3415,209,1000.0,209000,-16.295474098205567,198000,0.2154005616903305,0.001,0.010663300642009588,0.08989924446865916,0.5010856964588165
61,2929.310050729999,3425,210,1000.0,210000,-16.31357553291321,199000,0.22861554026603698,0.001,0.010475755899576056,0.08276151440665126,0.4685551136434078
61,2986.14066352,3435,211,1000.0,211000,-16.32982028579712,200000,0.20767121464014054,0.001,0.011212345631203342,0.08907133438065648,0.4683660473227501
61,3041.4569093199993,3445,212,1000.0,212000,-16.369030746459963,201000,0.22998756170272827,0.001,0.011701012964757928,0.09523596675693989,0.45320747688412666
61,3097.213355,3455,213,1000.0,213000,-16.37830697822571,202000,0.23750361800193787,0.001,0.010712966061090467,0.08931402131542564,0.44060794305801393
61,3143.8063693499994,3465,214,1000.0,214000,-16.459638189315797,203000,0.25321572422981264,0.001,0.012689762219247839,0.09046912498027086,0.4426155287921429
61,3204.99293992,3475,215,1000.0,215000,-16.5681820602417,204000,0.22963279187679292,0.001,0.012671230554034749,0.09369499955698848,0.4621176809966564
61,3268.4147463799995,3485,216,1000.0,216000,-16.868845008850098,205000,0.2511191815137863,0.001,0.01396461090921788,0.09579109735786914,0.5009833136200905
62,3331.9971762100004,3495,217,1000.0,217000,-17.242874055862426,206000,0.23706130534410477,0.001,0.015874304652163822,0.10392146623879671,0.5713037190139294
62,3379.3607693200006,3505,218,1000.0,218000,-17.757029832839965,207000,0.2528092354536057,0.001,0.016973590999762523,0.10979398546367884,0.6636281998455524
62,3437.9643323,3515,219,1000.0,219000,-18.177453996658326,208000,0.2717048332095146,0.001,0.0173550390061349,0.10922374910116196,0.7623490405678749
62,3497.09794936,3525,220,1000.0,220000,-18.658804134368896,209000,0.27063140720129014,0.001,0.01922536301270396,0.11644645496457816,0.8705869093537331
62,3545.17169277,3535,221,1000.0,221000,-19.21968056869507,210000,0.28582683205604553,0.001,0.019524017348267194,0.11599999304115773,1.0095708194077015
62,3595.3146263499993,3545,222,1000.0,222000,-19.8088549118042,211000,0.26884118020534514,0.001,0.021476066429063433,0.1351821655035019,1.1710456117391586
62,3636.8944505199993,3555,223,1000.0,223000,-20.366824291229246,212000,0.2998200595378876,0.001,0.022302443374550646,0.13239179688692093,1.3403183329105377
62,3698.63332154,3565,224,1000.0,224000,-20.87366805267334,213000,0.28299450129270554,0.001,0.022728248047266177,0.14079135548323393,1.5200126759409904
62,3744.56488298,3574,225,1000.0,225000,-21.44028883743286,214000,0.2897275224328041,0.001,0.02216433576344585,0.13661479653418065,1.7288117541074752
63,3796.1448860800006,3585,226,1000.0,226000,-22.004755489349364,215000,0.3059798330068588,0.001,0.020739195310143774,0.1275228386372328,1.8665275527238845
63,3843.60708354,3594,227,1000.0,227000,-22.4845133934021,216000,0.2934592828154564,0.001,0.023755817201077598,0.15296017538756132,1.8963516920804977
63,3904.4849110100004,3604,228,1000.0,228000,-22.919502838134765,217000,0.2987638026475906,0.001,0.022012666103186845,0.14087592232227325,2.105352725028992
63,3954.33174794,3614,229,1000.0,229000,-23.451471420288087,218000,0.33396603763103483,0.001,0.02444961679523129,0.14774200765043496,2.215621264696121
63,3993.50268365,3624,230,1000.0,230000,-23.796382106781007,219000,0.30373495519161225,0.001,0.025338550029147824,0.1605161967948079,2.24606041932106
63,4031.961759310001,3634,231,1000.0,231000,-24.40231747817993,220000,0.3135844200849533,0.001,0.023788280859493603,0.1521574472412467,2.2896134259700776
