time/fps,rollout/ep_rew_mean,time/time_elapsed,time/episodes,rollout/ep_len_mean,time/total_timesteps,train/actor_loss,train/n_updates,train/disc_loss,train/learning_rate,train/surrogate_reward_std,train/surrogate_reward_mean,train/critic_loss
63,4073.61243457,3644,232,1000.0,232000,-24.826533977508547,221000,0.32321705520153043,0.001,0.025274777386254728,0.1582259589061141,2.311958648443222
63,4113.50527846,3654,233,1000.0,233000,-25.22990800476074,222000,0.3170641243457794,0.001,0.02503063752748817,0.15829237284511327,2.442908966422081
63,4152.09328493,3664,234,1000.0,234000,-25.65658182144165,223000,0.3348057448863983,0.001,0.023873119704666372,0.15945471900701522,2.320031845211983
63,4192.7648547300005,3674,235,1000.0,235000,-25.842270656585693,224000,0.35534495711326597,0.001,0.022951934622227766,0.16019831481575966,2.346704929471016
64,4206.820583520001,3684,236,1000.0,236000,-26.163675415039062,225000,0.3261399507522583,0.001,0.024617527774877034,0.16771814477443694,2.3567595083713533
64,4246.610216830001,3694,237,1000.0,237000,-26.61779991531372,226000,0.35245136320590975,0.001,0.025515246363859805,0.1750037379488349,2.3873459120988847
64,4289.10309364,3704,238,1000.0,238000,-27.048370944976806,227000,0.35743865072727204,0.001,0.028923257488331373,0.192977792032063,2.4810118714571
64,4330.449254970001,3714,239,1000.0,239000,-27.464717403411864,228000,0.35563790500164033,0.001,0.024479194752660954,0.16122966200858355,2.3733689111471175
64,4359.82939649,3724,240,1000.0,240000,-27.7636195602417,229000,0.33045524954795835,0.001,0.025583173421858948,0.17640647652000188,2.4499987885951997
64,4401.839688,3734,241,1000.0,241000,-28.07155403137207,230000,0.35185208916664124,0.001,0.0264919952412222,0.18606763517856598,2.5007735847234724
64,4444.14462594,3744,242,1000.0,242000,-28.174235027313234,231000,0.3550061613321304,0.001,0.023784674329966785,0.1719531562551856,2.4651336686611174
64,4484.92854849,3754,243,1000.0,243000,-28.540550243377684,232000,0.36769767105579376,0.001,0.025763671100826297,0.19005459682643414,2.470636777639389
64,4524.44748057,3764,244,1000.0,244000,-28.641031826019287,233000,0.3588098645210266,0.001,0.024475145363668186,0.17201623740792274,2.582333610415459
64,4566.17009226,3774,245,1000.0,245000,-29.01991589355469,234000,0.3525418907403946,0.001,0.025106217493389534,0.1887751683369279,2.450418506741524
64,4605.70587862,3784,246,1000.0,246000,-29.205365856170655,235000,0.3571236699819565,0.001,0.0265189872974946,0.18456948278844357,2.5169293123483656
65,4648.561698889999,3794,247,1000.0,247000,-29.433433490753174,236000,0.3877696722745895,0.001,0.02447870624207944,0.17237710551917554,2.4140436618328094
65,4690.687353229999,3804,248,1000.0,248000,-29.538807689666747,237000,0.37265360951423643,0.001,0.025693645555158764,0.19200402282178403,2.483532749891281
65,4734.119234639999,3814,249,1000.0,249000,-29.77289112854004,238000,0.39247492253780364,0.001,0.02552180787119797,0.1896962278932333,2.467427834749222
65,4780.04123027,3824,250,1000.0,250000,-29.782202739715576,239000,0.3809641093015671,0.001,0.025489511784780372,0.18500497334450483,2.415619879961014
65,4824.8717146300005,3834,251,1000.0,251000,-29.96561962890625,240000,0.40140668451786043,0.001,0.027398860902004326,0.2004460907354951,2.4678859935998916
65,4860.97314982,3844,252,1000.0,252000,-30.08005491256714,241000,0.38709150850772855,0.001,0.02575512159402629,0.18685245564579964,2.402646791577339
65,4902.90908608,3854,253,1000.0,253000,-30.262825859069824,242000,0.3854164153337479,0.001,0.026527509013070587,0.19528078450262545,2.386059073805809
65,4940.64654801,3864,254,1000.0,254000,-30.297852642059325,243000,0.3952350080013275,0.001,0.023317694095086935,0.17375055548548698,2.4922744551897047
65,4982.36009859,3874,255,1000.0,255000,-30.41603084945679,244000,0.4141923666000366,0.001,0.02569496901487955,0.2025864202529192,2.354995883464813
65,5021.947471969999,3884,256,1000.0,256000,-30.465187328338622,245000,0.3976923644542694,0.001,0.026378196379008977,0.19606331533193588,2.321383856058121
65,5071.360208,3894,257,1000.0,257000,-30.435103050231934,246000,0.4006859570741653,0.001,0.027032815889089522,0.19287945687770844,2.38236958360672
66,5103.56467231,3904,258,1000.0,258000,-30.54309818267822,247000,0.42273174226284027,0.001,0.029889110486297346,0.22592626900970936,2.290207761049271
66,5153.23367654,3914,259,1000.0,259000,-30.748270923614502,248000,0.39197919964790345,0.001,0.029400838771472565,0.2189450374543667,2.363714721918106
66,5186.966484979999,3924,260,1000.0,260000,-30.840495334625246,249000,0.42432519495487214,0.001,0.02652788839097142,0.20106419056653976,2.355786217212677
66,5236.27934317,3934,261,1000.0,261000,-30.719598377227783,250000,0.4125582605600357,0.001,0.02821343880382188,0.21032517778873444,2.249603050947189
66,5288.9174867599995,3944,262,1000.0,262000,-30.83327615356445,251000,0.3958380728960037,0.001,0.026529310770801503,0.2008340098336339,2.260783376097679
66,5342.91767703,3954,263,1000.0,263000,-30.92425054550171,252000,0.42673660814762115,0.001,0.027571787659151897,0.2085873576104641,2.189224360704422
66,5353.794718409999,3964,264,1000.0,264000,-31.143624408721923,253000,0.4383744329214096,0.001,0.029530752936778253,0.2355188778191805,2.2089358644485473
66,5381.325093359999,3974,265,1000.0,265000,-31.632762367248535,254000,0.44699336886405944,0.001,0.028661645117949067,0.21369278246164322,2.383952222108841
66,5437.439864839998,3984,266,1000.0,266000,-32.606472640991214,255000,0.44107100963592527,0.001,0.029156849048423274,0.22293955545127392,2.7595006132125857
66,5470.37661674,3994,267,1000.0,267000,-33.555914447784424,256000,0.43854832351207734,0.001,0.033342912274524246,0.23314366663992406,3.1815169421434404
66,5514.85108941,4004,268,1000.0,268000,-34.49370481872558,257000,0.5097731351852417,0.001,0.031165102354116504,0.2334441444426775,3.7431494239568712
67,5550.9298677100005,4014,269,1000.0,269000,-35.39386957931519,258000,0.43890364468097687,0.001,0.032505966116091016,0.23844515649974346,4.37847043967247
67,5568.3874350999995,4024,270,1000.0,270000,-36.02044176101685,259000,0.45985432267189025,0.001,0.03049616951894544,0.22022806373238563,4.710007218360901
67,5605.01226666,4034,271,1000.0,271000,-36.75617917251587,260000,0.4779223263263702,0.001,0.03328878971255129,0.24164448830485344,5.502109374523163
67,5616.772533859999,4044,272,1000.0,272000,-37.08175312805176,261000,0.47639305591583253,0.001,0.031866574131253864,0.23708199694752694,5.543463192224502
67,5635.339275,4054,273,1000.0,273000,-37.77620799255371,262000,0.45384925305843354,0.001,0.032980610098609274,0.24662359763681888,5.829928167104721
67,5654.11945434,4073,274,1000.0,274000,-37.87446711730957,263000,0.4920354694128036,0.001,0.02912589895178384,0.21885142359137535,5.882952295303345
67,5667.06847696,4091,275,1000.0,275000,-38.07287830352783,264000,0.4847474455833435,0.001,0.03392819488666307,0.2668768156170845,5.967527430057526
67,5685.4541411499995,4111,276,1000.0,276000,-38.17632280731201,265000,0.5136921584606171,0.001,0.031170772915873037,0.23432124996185302,6.033925151348114
66,5707.76723987,4134,277,1000.0,277000,-38.420352630615234,266000,0.5019122958183289,0.001,0.0331442103310632,0.25903271624445917,6.235013786792755
66,5728.48214806,4155,278,1000.0,278000,-38.770962615966795,267000,0.5146378725767136,0.001,0.03405177657656789,0.2648541445583105,5.997974437713623
66,5749.205140820001,4181,279,1000.0,279000,-38.935068687438964,268000,0.49333653450012205,0.001,0.03358150232604978,0.2676223414838314,5.878794532060623
66,5769.212205670001,4205,280,1000.0,280000,-38.992499084472655,269000,0.5015070468187333,0.001,0.03359331103266978,0.2696180924475193,5.815917914628982
66,5782.618082890001,4229,281,1000.0,281000,-38.99029749298096,270000,0.4989718496799469,0.001,0.03411990141096975,0.2679288493990898,5.577504937410355
66,5793.57105448,4252,282,1000.0,282000,-39.03893312835693,271000,0.5124960005283355,0.001,0.032816914545030156,0.2689162838757038,5.536410922288895
66,5810.220701880001,4273,283,1000.0,283000,-38.99935160827637,272000,0.5087828516960144,0.001,0.03164320401221479,0.2675241519510746,5.3937628262043
66,5833.069196920001,4297,284,1000.0,284000,-39.21639196777344,273000,0.4880264699459076,0.001,0.033306167058064,0.27585911978781225,5.4069129338264466
66,5853.45877801,4317,285,1000.0,285000,-39.536201164245604,274000,0.5150725483894348,0.001,0.03224036317689232,0.261255761012435,5.186048196792602
65,5910.486222530001,4333,286,1000.0,286000,-39.80440629577637,275000,0.4923971712589264,0.001,0.036434129585372954,0.31040481840074063,5.082457189321518
65,5929.233549570001,4350,287,1000.0,287000,-39.60389575958252,276000,0.5363087475299835,0.001,0.02957707506433369,0.24846612322330475,4.902156507253647
65,5949.25419368,4366,288,1000.0,288000,-39.919380592346194,277000,0.5275451898574829,0.001,0.03641402456689222,0.3131345633864403,4.758531435966492
65,5969.7675406,4387,289,1000.0,289000,-39.9255422744751,278000,0.5374453067779541,0.001,0.03435988943170097,0.28907602490484713,4.763002460479736
65,5991.00577026,4399,290,1000.0,290000,-40.125653297424314,279000,0.5340836346149445,0.001,0.03484383192308488,0.2870492289066315,4.671592352151871
